# n + 124Xe   : (n,dh)            Total
# Q-value    =-1.92393E+01
# E-threshold= 1.93959E+01
# # energies =   121
#     E          xs       gamma xs  xs/res.prod.xs
 8.50000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 9.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 9.50000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.05000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.15000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.25000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.35000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.45000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 2.80000E+01 2.48737E-20 5.19189E-20 1.71188E-19
 2.90000E+01 2.76389E-18 6.21824E-18 1.61238E-17
 3.00000E+01 1.39318E-16 3.26218E-16 7.31968E-16
 3.20000E+01 7.82886E-14 2.00379E-13 3.72271E-13
 3.40000E+01 1.05218E-11 2.88068E-11 5.01770E-11
 3.60000E+01 4.79182E-10 1.40716E-09 2.47509E-09
 3.80000E+01 1.08975E-08 3.49229E-08 6.02728E-08
 4.00000E+01 1.36827E-07 4.85413E-07 8.41844E-07
 4.20000E+01 1.01297E-06 4.02594E-06 6.84232E-06
 4.40000E+01 5.02928E-06 2.24437E-05 3.69672E-05
 4.60000E+01 1.81350E-05 9.03415E-05 1.44037E-04
 4.80000E+01 4.96200E-05 2.67770E-04 3.97608E-04
 5.00000E+01 1.07391E-04 6.17620E-04 8.11638E-04
 5.20000E+01 1.94155E-04 1.16224E-03 1.30324E-03
 5.40000E+01 2.78663E-04 1.70728E-03 1.59031E-03
 5.60000E+01 3.62497E-04 2.25427E-03 1.74248E-03
 5.80000E+01 4.46335E-04 2.81054E-03 1.82050E-03
 6.00000E+01 4.78275E-04 3.02497E-03 1.73362E-03
 6.50000E+01 5.28412E-04 3.41955E-03 1.57792E-03
 7.00000E+01 5.32816E-04 3.50818E-03 1.47856E-03
 7.50000E+01 4.77454E-04 3.17810E-03 1.28359E-03
 8.00000E+01 4.44617E-04 2.98047E-03 1.12917E-03
 9.00000E+01 3.07399E-04 2.03725E-03 7.62221E-04
 1.00000E+02 2.25817E-04 1.46935E-03 5.53983E-04
 1.10000E+02 1.46210E-04 9.32892E-04 3.96087E-04
 1.20000E+02 1.00738E-04 6.32772E-04 2.90853E-04
 1.30000E+02 7.16785E-05 4.48356E-04 2.26064E-04
 1.40000E+02 5.22403E-05 3.23073E-04 1.77792E-04
 1.50000E+02 3.91466E-05 2.40100E-04 1.44816E-04
 1.60000E+02 2.83687E-05 1.73073E-04 1.14197E-04
 1.80000E+02 1.66737E-05 1.01006E-04 7.79019E-05
 2.00000E+02 1.03864E-05 6.28698E-05 5.53138E-05
