# n + 130Xe: Production of 131Xe - Total
# Q-value    = 6.60442E+00 mass= 130.905084
# E-threshold= 0.00000E+00
# # energies =   121
#     E          xs
 1.00000E-11 2.64070E+05
 2.53000E-08 5.25000E+03
 1.00000E-06 8.35064E+02
 1.00000E-05 2.64070E+02
 4.60000E-05 1.23123E+02
 1.00000E-04 6.14579E+02
 2.00000E-04 2.58131E+03
 2.30000E-04 3.44756E+03
 3.00000E-04 2.73863E+03
 6.00000E-04 1.51949E+03
 1.00000E-03 1.00878E+03
 2.00000E-03 6.17162E+02
 3.00000E-03 4.83796E+02
 6.00000E-03 3.38928E+02
 1.00000E-02 2.64866E+02
 2.00000E-02 1.84963E+02
 3.00000E-02 1.47780E+02
 6.00000E-02 1.03459E+02
 1.00000E-01 8.60955E+01
 2.00000E-01 7.57345E+01
 3.00000E-01 7.45737E+01
 4.00000E-01 7.67273E+01
 5.00000E-01 8.08000E+01
 6.00000E-01 5.38582E+01
 7.00000E-01 4.75715E+01
 8.00000E-01 4.69015E+01
 9.00000E-01 4.76916E+01
 1.00000E+00 4.95707E+01
 1.20000E+00 4.91161E+01
 1.40000E+00 4.30725E+01
 1.60000E+00 4.45480E+01
 1.80000E+00 4.22219E+01
 2.00000E+00 4.11250E+01
 2.20000E+00 4.08490E+01
 2.40000E+00 3.74046E+01
 2.60000E+00 3.54542E+01
 2.80000E+00 3.21003E+01
 3.00000E+00 2.85183E+01
 3.20000E+00 2.49897E+01
 3.40000E+00 2.15082E+01
 3.60000E+00 1.88691E+01
 3.80000E+00 1.60702E+01
 4.00000E+00 1.39190E+01
 4.20000E+00 1.21368E+01
 4.40000E+00 1.03272E+01
 4.60000E+00 9.00725E+00
 4.80000E+00 7.90152E+00
 5.00000E+00 6.79401E+00
 5.20000E+00 5.97957E+00
 5.40000E+00 5.32675E+00
 5.60000E+00 4.65306E+00
 5.80000E+00 4.13050E+00
 6.00000E+00 3.72979E+00
 6.20000E+00 3.36798E+00
 6.40000E+00 3.02416E+00
 6.60000E+00 2.73116E+00
 6.80000E+00 2.55105E+00
 7.00000E+00 2.34399E+00
 7.20000E+00 2.18222E+00
 7.40000E+00 2.05968E+00
 7.60000E+00 1.91636E+00
 7.80000E+00 1.87438E+00
 8.00000E+00 1.77674E+00
 8.50000E+00 1.69243E+00
 9.00000E+00 1.64127E+00
 9.50000E+00 1.62462E+00
 1.00000E+01 1.60660E+00
 1.05000E+01 1.59007E+00
 1.10000E+01 1.56618E+00
 1.15000E+01 1.54116E+00
 1.20000E+01 1.51521E+00
 1.25000E+01 1.48345E+00
 1.30000E+01 1.44792E+00
 1.35000E+01 1.40936E+00
 1.40000E+01 1.35725E+00
 1.45000E+01 1.28843E+00
 1.50000E+01 1.21539E+00
 1.60000E+01 1.05357E+00
 1.70000E+01 8.84201E-01
 1.80000E+01 7.39087E-01
 1.90000E+01 6.26613E-01
 2.00000E+01 5.48108E-01
 2.10000E+01 4.82038E-01
 2.20000E+01 4.34073E-01
 2.30000E+01 3.94245E-01
 2.40000E+01 3.62681E-01
 2.50000E+01 3.38273E-01
 2.60000E+01 3.17272E-01
 2.70000E+01 3.00300E-01
 2.80000E+01 2.86587E-01
 2.90000E+01 2.74153E-01
 3.00000E+01 2.62857E-01
 3.20000E+01 2.43949E-01
 3.40000E+01 2.27773E-01
 3.60000E+01 2.07229E-01
 3.80000E+01 1.96839E-01
 4.00000E+01 1.88857E-01
 4.20000E+01 1.80290E-01
 4.40000E+01 1.72955E-01
 4.60000E+01 1.68324E-01
 4.80000E+01 1.62553E-01
 5.00000E+01 1.55681E-01
 5.20000E+01 1.44006E-01
 5.40000E+01 1.41242E-01
 5.60000E+01 1.39140E-01
 5.80000E+01 1.36405E-01
 6.00000E+01 1.31872E-01
 6.50000E+01 1.20799E-01
 7.00000E+01 1.13972E-01
 7.50000E+01 1.13173E-01
 8.00000E+01 1.06962E-01
 9.00000E+01 8.25961E-02
 1.00000E+02 7.48366E-02
 1.10000E+02 7.39527E-02
 1.20000E+02 6.78493E-02
 1.30000E+02 5.80684E-02
 1.40000E+02 4.77508E-02
 1.50000E+02 3.62195E-02
 1.60000E+02 2.75720E-02
 1.80000E+02 2.10540E-02
 2.00000E+02 1.55320E-02
