#ZVView-data-copy:   1-Aug-2018 22:19:10
#=======================================
#
#name:   ENDF/B-VIII.0: XE-129(N,N`)XE-129-L13
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  109
#data...
#            X            Y
#          MeV        barns
      0.829641            0
      0.953402   5.16554e-7
      0.963276   7.29623e-7
      0.978278   1.04923e-6
      0.993514   1.36883e-6
             1   1.56495e-6
         1.007   2.66919e-6
        1.0207   4.80865e-6
       1.03371    6.8144e-6
       1.04605   8.69479e-6
       1.06961   1.22205e-5
       1.09065   1.53055e-5
        1.1094   1.80049e-5
       1.14299   2.27288e-5
       1.16885   2.62718e-5
       1.20875   3.15862e-5
          1.25   3.69006e-5
       1.27881   4.95813e-5
         1.316   6.55312e-5
       1.34796   7.88806e-5
       1.38446   9.37469e-5
       1.42467  0.000109675
       1.47446  0.000128789
           1.5  0.000138346
       1.52918  0.000159289
       1.58163   0.00019594
       1.62214  0.000223428
       1.68486   0.00026466
          1.75  0.000305892
       1.80941  0.000358583
       1.89045  0.000427739
       1.96279  0.000487016
             2  0.000516654
       2.10398  0.000563113
       2.24248  0.000621549
       2.36537  0.000670457
       2.51018  0.000724924
       2.67518  0.000783281
       2.88757  0.000853309
             3  0.000888323
       3.20925  0.000795732
       3.39092  0.000720116
         3.597    0.0006391
       3.79315  0.000566184
             4  0.000493269
       4.11314  0.000454769
        4.3189  0.000387393
       4.47994  0.000336861
       4.65231   0.00028475
       4.77362   0.00024922
       4.92337  0.000206584
             5  0.000185266
       5.21829  0.000156822
       5.40361  0.000133593
       5.60948  0.000108705
       5.80145    8.6305e-5
       5.94974   6.95054e-5
             6   6.39055e-5
       6.23574   5.31313e-5
        6.4186   4.50507e-5
        6.6128   3.67176e-5
       6.74856   3.10359e-5
       6.91516   2.42179e-5
             7   2.08089e-5
       7.23762    1.6964e-5
       7.42112   1.40804e-5
       7.61523   1.11066e-5
       7.75047   9.07899e-6
       7.91594    6.6459e-6
             8   5.42935e-6
       8.23907   4.32877e-6
       8.42305   3.50334e-6
       8.61708   2.65211e-6
       8.75193   2.07173e-6
       8.91654   1.37527e-6
             9   1.02704e-6
       9.24021   8.15969e-7
       9.49465   5.98301e-7
       9.67213   4.49892e-7
        9.8347   3.16324e-7
       9.95842   2.16147e-7
            10   1.82755e-7
        10.333   1.51319e-7
       10.6203   1.25008e-7
       10.9287    9.7539e-8
       11.1872   7.51059e-8
       11.3851    5.8281e-8
        11.601   4.02543e-8
       11.7739   2.60583e-8
       11.9242   1.38903e-8
            12   7.80634e-9
        12.337    6.5013e-9
       12.6264   5.40904e-9
       12.9566   4.19266e-9
       13.2099   3.28038e-9
       13.4868   2.30293e-9
        13.709   1.53319e-9
       13.9023  8.73414e-10
            14  5.43526e-10
        14.336  4.15521e-10
       14.5697  3.28244e-10
       14.8552  2.23513e-10
            15  1.71147e-10
       15.3365   1.3191e-10
       15.5702  1.05157e-10
       15.7122  8.91057e-11
            16  5.70026e-11
            18  6.52603e-12
            20  7.17233e-13
//
#-------------------------------------------------------------------------------
