#ZVView-data-copy:  29-Jan-2019 22:27:41
#=======================================
#
#name:   ENDF/B-VIII.0: MO-98(N,G)MO-99
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  32601
#data...
#            X            Y
#          MeV        barns
         1e-11       6.5314
   1.10304e-11      6.21887
   1.21669e-11      5.92129
   1.34206e-11      5.63795
   1.48034e-11      5.36817
   1.63287e-11       5.1113
   1.80111e-11      4.86672
   1.98669e-11      4.63384
   2.19139e-11      4.41211
   2.41719e-11      4.20099
   2.66625e-11      3.99997
   2.94097e-11      3.80857
     3.244e-11      3.62632
   3.57825e-11       3.4528
   3.94694e-11      3.28758
   4.35362e-11      3.13027
   4.80221e-11      2.98048
   5.29701e-11      2.83786
    5.8428e-11      2.70207
   6.44483e-11      2.57277
   7.10888e-11      2.44967
   7.84136e-11      2.33245
   8.64931e-11      2.22084
   9.54051e-11      2.11457
   1.05235e-10      2.01339
   1.16078e-10      1.91705
   1.28039e-10      1.82531
   1.41231e-10      1.73797
   1.55784e-10      1.65481
   1.71835e-10      1.57563
    1.8954e-10      1.50023
    2.0907e-10      1.42845
   2.30612e-10      1.36009
   2.54374e-10      1.29501
   2.80584e-10      1.23305
   3.09494e-10      1.17405
   3.41383e-10      1.11787
   3.76558e-10      1.06438
   4.15358e-10      1.01345
   4.58155e-10     0.964956
   5.05362e-10     0.918784
   5.57433e-10     0.874821
   6.14869e-10     0.832962
   6.78223e-10     0.793106
   7.48105e-10     0.755157
   8.25188e-10     0.719024
   9.10213e-10      0.68462
      1.004e-9     0.651863
    1.10745e-9     0.620673
    1.22155e-9     0.590976
    1.34742e-9       0.5627
    1.48625e-9     0.535777
    1.63939e-9     0.510143
    1.80831e-9     0.485735
    1.99463e-9     0.462495
    2.20016e-9     0.440368
    2.42685e-9       0.4193
    2.67691e-9      0.39924
    2.95273e-9      0.38014
    3.25697e-9     0.361954
    3.59256e-9     0.344638
    3.96272e-9     0.328152
    4.37103e-9     0.312454
    4.82141e-9     0.297508
    5.31819e-9     0.283278
    5.86616e-9      0.26973
    6.47059e-9      0.25683
     7.1373e-9      0.24455
    7.87271e-9      0.23286
    8.68389e-9     0.221731
    9.57865e-9     0.211136
    1.05656e-8     0.201049
    1.16543e-8     0.191445
    1.28551e-8       0.1823
    1.41796e-8     0.173593
    1.56406e-8     0.165304
    1.72522e-8     0.157409
    1.90298e-8     0.149888
    2.09906e-8     0.142725
    2.31534e-8     0.135904
    2.52419e-8     0.130171
       2.53e-8     0.130021
    2.79068e-8     0.123811
    3.07823e-8     0.117897
     3.3954e-8     0.112265
    3.74525e-8     0.106906
    4.13115e-8     0.101812
    4.55681e-8     0.096966
    5.02633e-8     0.092345
    5.54423e-8    0.0879388
    6.11549e-8    0.0837433
    6.74561e-8    0.0797507
    7.44066e-8    0.0759517
    8.20732e-8    0.0723409
    9.05297e-8    0.0689115
    1.00562e-7    0.0654082
    1.10924e-7    0.0622976
    1.22353e-7      0.05934
     1.3496e-7     0.056531
    1.48866e-7    0.0538685
    1.65354e-7     0.051145
    1.82392e-7    0.0487262
    2.01185e-7     0.046426
    2.21915e-7    0.0442386
     2.4478e-7    0.0421586
    2.70002e-7    0.0401855
    2.99923e-7    0.0381869
    3.30826e-7    0.0364024
    3.64913e-7    0.0347066
    4.02512e-7    0.0330959
    4.43986e-7    0.0315662
    4.89733e-7    0.0301136
    5.40194e-7     0.028735
    5.95854e-7    0.0274387
    6.57249e-7    0.0261966
    7.24969e-7     0.025019
    7.99668e-7    0.0239033
    8.88242e-7    0.0227752
    9.86675e-7    0.0217136
    1.09596e-6    0.0207167
    1.20048e-6    0.0199092
    1.33345e-6    0.0190277
    1.47084e-6    0.0182577
    1.62239e-6    0.0175376
    1.80218e-6     0.016824
    1.98787e-6    0.0162138
    2.22363e-6     0.015584
    2.45275e-6    0.0150941
    2.70547e-6    0.0146623
    3.02634e-6    0.0142566
    3.31478e-6    0.0140026
    3.58038e-6    0.0138483
    3.89435e-6    0.0137552
    4.04556e-6    0.0137427
