#ZVView-data-copy:  31-Jul-2018 16:19:47
#=======================================
#
#name:   ENDF/B-VIII.0: XE-131(N,G)XE-132
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  11939
#data...
#            X            Y
#          MeV        barns
         1e-11      4518.01
   1.10304e-11      4301.82
   1.21669e-11      4095.97
   1.34206e-11      3899.98
   1.48034e-11      3713.36
   1.63287e-11      3535.67
   1.80111e-11      3366.49
   1.98669e-11       3205.4
   2.19139e-11      3052.02
   2.41719e-11      2905.98
   2.66625e-11      2766.92
   2.94097e-11      2634.53
     3.244e-11      2508.46
   3.57825e-11      2388.43
   3.94694e-11      2274.14
   4.35362e-11      2165.32
   4.80221e-11      2061.71
   5.29701e-11      1963.06
    5.8428e-11      1869.12
   6.44483e-11      1779.69
   7.10888e-11      1694.53
   7.84136e-11      1613.44
   8.64931e-11      1536.24
   9.54051e-11      1462.73
   1.05235e-10      1392.74
   1.16078e-10       1326.1
   1.28039e-10      1262.64
   1.41231e-10      1202.23
   1.55784e-10       1144.7
   1.71835e-10      1089.93
    1.8954e-10      1037.77
    2.0907e-10      988.116
   2.30612e-10      940.836
   2.54374e-10      895.818
   2.80584e-10      852.954
   3.09494e-10      812.141
   3.41383e-10      773.281
   3.76558e-10      736.281
   4.15358e-10      701.052
   4.58155e-10      667.508
   5.05362e-10       635.57
   5.57433e-10       605.16
   6.14869e-10      576.205
   6.78223e-10      548.636
   7.48105e-10      522.386
   8.25188e-10      497.392
   9.10213e-10      473.595
      1.004e-9      450.937
    1.10745e-9      429.362
    1.22155e-9      408.821
    1.34742e-9      389.262
    1.48625e-9       370.64
    1.63939e-9      352.909
    1.80831e-9      336.026
    1.99463e-9      319.952
    2.20016e-9      304.647
    2.42685e-9      290.075
    2.67691e-9        276.2
    2.95273e-9       262.99
    3.25697e-9      250.411
    3.59256e-9      238.436
    3.96272e-9      227.034
    4.37103e-9      216.178
    4.82141e-9      205.843
    5.31819e-9      196.005
    5.86616e-9       186.64
    6.47059e-9      177.726
     7.1373e-9      169.241
    7.87271e-9      161.163
    8.68389e-9      153.469
    9.57865e-9       146.14
    1.05656e-8      139.158
    1.16543e-8      132.508
    1.28551e-8      126.178
    1.41796e-8      120.155
    1.56406e-8      114.424
    1.72522e-8      108.968
    1.90298e-8      103.768
    2.09906e-8      98.8154
    2.31534e-8      94.0998
    2.52419e-8      90.1359
       2.53e-8      90.0327
    2.79068e-8      85.7408
    3.07823e-8       81.656
     3.3954e-8      77.7721
    3.74525e-8      74.0799
    4.13115e-8      70.5615
    4.55681e-8      67.2054
    5.02633e-8      64.0092
    5.54423e-8      60.9674
    6.11549e-8      58.0745
    6.74561e-8      55.3287
    7.44066e-8      52.7194
    8.20732e-8      50.2275
    9.05297e-8      47.8536
    9.98577e-8      45.5957
    1.10147e-7      43.4484
    1.21496e-7      41.4063
    1.34014e-7      39.4677
    1.48866e-7       37.503
    1.64204e-7      35.7522
    1.81123e-7      34.0869
    1.99786e-7      32.5045
    2.20371e-7      31.0012
    2.43077e-7      29.5732
    2.68123e-7      28.2182
    2.97822e-7      26.8515
    3.28508e-7      25.6318
    3.64913e-7      24.3941
    4.05332e-7      23.2263
     4.5025e-7      22.1233
    4.96642e-7      21.1525
    5.59435e-7      20.0474
    6.25783e-7       19.068
    6.95131e-7      18.2073
    7.66755e-7      17.4508
    8.51684e-7        16.69
    9.46066e-7      15.9794
    1.05086e-6      15.3177
    1.16731e-6       14.704
     1.3149e-6      14.0678
    1.46061e-6      13.5496
    1.62239e-6      13.0825
    1.80218e-6      12.6631
     2.0018e-6      12.2935
    2.22363e-6      11.9762
    2.46993e-6       11.716
    2.72443e-6      11.5343
    2.92211e-6      11.4647
    2.93191e-6      11.4643
    3.02032e-6       11.495
    3.06524e-6      11.5676
    3.09893e-6      11.6889
    3.13262e-6      11.8988
    3.17417e-6      12.1957
    3.19102e-6      12.2584
    3.19978e-6      12.2662
    3.21797e-6      12.2249
    3.24043e-6      12.0886
    3.28535e-6       11.751
    3.31904e-6      11.5796
    3.35273e-6      11.4827
    3.42011e-6      11.3971
    3.55194e-6      11.3544
    3.60205e-6      11.3524
    3.89308e-6      11.4007
    4.23447e-6       11.542
    4.60579e-6      11.7821
    4.97459e-6      12.1081
    5.33555e-6      12.5148
    5.68289e-6      12.9929
    6.01044e-6      13.5297
    6.31234e-6       14.107
    6.62973e-6      14.8089
    6.91431e-6      15.5321
    7.21111e-6      16.3948
    7.46796e-6      17.2436
    7.73434e-6      18.2388
