#ZVView-data-copy:   1-Aug-2018 22:19:45
#=======================================
#
#name:   ENDF/B-VIII.0: XE-129(N,N`)XE-129-L14
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  101
#data...
#            X            Y
#          MeV        barns
      0.874792            0
           0.9      0.01238
      0.911376    0.0148512
      0.932152    0.0182793
      0.953402    0.0217073
       0.98333    0.0253909
      0.993514    0.0266188
             1    0.0273188
       1.05737    0.0313535
       1.10255    0.0343796
       1.17396    0.0389186
          1.25    0.0434577
       1.36931    0.0473986
           1.5    0.0513395
       1.68384    0.0534352
          1.75    0.0541337
             2    0.0521457
       2.15115    0.0472682
       2.28641     0.043186
       2.44707    0.0386399
       2.57492    0.0352303
       2.67518    0.0326732
       2.83294    0.0288374
       2.95733    0.0259605
             3    0.0250016
       3.15916    0.0218435
       3.29884    0.0192002
       3.46167    0.0162566
       3.58905    0.0140489
       3.72532    0.0117722
       3.82118      0.01022
       3.93948   0.00835721
             4   0.00742584
       4.16364   0.00640883
       4.30574   0.00555764
        4.4697   0.00460972
       4.59675   0.00389878
       4.73156   0.00316563
       4.82574   0.00266575
       4.94122    0.0020659
             5   0.00176597
       5.16652   0.00151521
       5.31014   0.00130534
       5.47479   0.00107161
       5.60162  0.000896318
       5.74076  0.000708504
       5.86895  0.000539472
       5.96697  0.000412697
             6  0.000370439
       6.22074   0.00030075
       6.40702  0.000243837
       6.55038  0.000201152
       6.70754  0.000155418
       6.85221  0.000114258
       6.96276    8.3388e-5
             7   7.30979e-5
       7.23762   5.80234e-5
       7.42112   4.67175e-5
       7.61523   3.50583e-5
       7.75047   2.71088e-5
       7.87425   1.99543e-5
             8   1.27998e-5
       8.23907   1.00766e-5
       8.42305   8.03419e-6
       8.61708   5.92796e-6
       8.75193   4.49189e-6
        8.8751   3.19943e-6
             9   1.90697e-6
       9.24021   1.50623e-6
       9.49465   1.09298e-6
       9.67213   8.11209e-7
        9.8347   5.57618e-7
       9.95842   3.67426e-7
            10   3.04028e-7
        10.333   2.51519e-7
       10.6203   2.07571e-7
       10.9287   1.61687e-7
       11.1872   1.24216e-7
       11.3851   9.61127e-8
        11.601   6.60019e-8
       11.7739   4.22896e-8
       11.8864    2.7046e-8
            12   1.18024e-8
        12.337    9.8095e-9
       12.6264   8.14153e-9
       12.9566   6.28402e-9
       13.2099   4.89089e-9
       13.4868   3.39825e-9
        13.709    2.2228e-9
       13.8537   1.46715e-9
            14  7.11497e-10
        14.336  5.36644e-10
       14.5697  4.17426e-10
       14.7833   3.1013e-10
            15  2.02834e-10
       15.3365  1.54309e-10
       15.5702  1.21224e-10
       15.8554  8.15223e-11
            16  6.16713e-11
            18   6.4138e-12
            20  6.76879e-13
//
#-------------------------------------------------------------------------------
