#ZVView-data-copy:  31-Jul-2018 17:57:06
#=======================================
#
#name:   TENDL-2017: XE-137(N,NON)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  4997
#data...
#            X            Y
#          MeV        barns
         1e-11      60.8772
   1.10304e-11      57.9642
   1.21669e-11      55.1905
   1.34206e-11      52.5496
   1.48034e-11      50.0351
   1.63287e-11      47.6408
   1.80111e-11      45.3612
   1.98669e-11      43.1906
   2.19139e-11      41.1239
   2.41719e-11      39.1561
   2.66625e-11      37.2824
   2.94097e-11      35.4984
     3.244e-11      33.7998
   3.57825e-11      32.1825
   3.94694e-11      30.6425
   4.35362e-11      29.1762
   4.80221e-11      27.7801
   5.29701e-11      26.4508
    5.8428e-11      25.1851
   6.44483e-11        23.98
   7.10888e-11      22.8325
   7.84136e-11        21.74
   8.64931e-11      20.6997
   9.54051e-11      19.7092
   1.05235e-10      18.7661
    1.0672e-10      18.6431
   1.16078e-10      17.8681
   1.19377e-10      17.6323
   1.28039e-10      17.0131
   1.33535e-10       16.674
   1.41231e-10       16.199
   1.49372e-10      15.7654
   1.55784e-10      15.4239
   1.67087e-10      14.9042
   1.71835e-10      14.6858
   1.86904e-10      14.0878
    1.8954e-10      13.9831
    2.0907e-10       13.314
   2.30612e-10      12.6769
   2.33866e-10      12.5939
   2.54374e-10      12.0703
   2.65292e-10      11.8297
   2.80584e-10      11.4928
   3.00943e-10      11.1055
   3.09494e-10      10.9428
   3.41383e-10      10.4192
   3.76558e-10      9.92063
   3.87258e-10      9.78972
   4.15358e-10      9.44592
   4.45496e-10      9.12762
   4.58155e-10      8.99393
   5.05362e-10      8.56356
   5.12492e-10      8.50746
   5.57433e-10      8.15379
   5.89562e-10      7.93554
   6.14869e-10      7.76363
   6.78223e-10      7.39213
   6.87792e-10       7.3437
   7.48105e-10      7.03842
   8.02387e-10      6.80125
   8.25188e-10      6.70163
   9.10213e-10      6.38095
   9.49283e-10      6.25375
      1.004e-9      6.07562
    1.10745e-9       5.7849
    1.12307e-9        5.747
    1.22155e-9      5.50809
    1.34742e-9      5.24453
    1.48625e-9      4.99357
    1.61659e-9      4.79022
    1.63939e-9      4.75463
    1.80831e-9      4.52712
    1.96689e-9      4.34276
    1.99463e-9       4.3105
    2.20016e-9      4.10424
    2.39309e-9       3.9371
    2.42685e-9      3.90786
    2.67691e-9      3.72087
    2.95273e-9      3.54283
    3.25697e-9      3.37331
    3.59256e-9       3.2119
    3.64324e-9      3.19086
