#ZVView-data-copy:  31-Jul-2018 05:05:00
#=======================================
#
#name:   ENDF/B-VIII.0: XE-126(N,G)XE-127
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  1974
#data...
#            X            Y
          MeV        barns
     1.4627e-5     0.361139
    1.47816e-5     0.340126
    1.49376e-5     0.320876
    1.50951e-5     0.303204
    1.52548e-5     0.286881
    1.54161e-5     0.271914
    1.55241e-5     0.262568
    1.57431e-5     0.245169
    1.59652e-5     0.229438
    1.61904e-5     0.215207
    1.64188e-5     0.202234
    1.66505e-5     0.190406
    1.68854e-5     0.179599
    1.71236e-5     0.169703
    1.73652e-5      0.16062
    1.76102e-5     0.152266
    1.78586e-5     0.144567
    1.81106e-5     0.137458
    1.83661e-5     0.130882
    1.86252e-5     0.124789
     1.8888e-5     0.119133
    1.92896e-5      0.11137
    1.96987e-5     0.104401
    2.01176e-5    0.0980984
    2.05443e-5    0.0924301
    2.09811e-5    0.0872312
    2.14261e-5    0.0825007
    2.18817e-5    0.0781637
    2.23459e-5    0.0741956
     2.2821e-5     0.070538
    2.34694e-5    0.0661114
    2.39673e-5    0.0630858
    2.44768e-5    0.0602725
    2.51724e-5    0.0568233
    2.58877e-5    0.0536942
    2.66233e-5     0.050827
    2.73798e-5     0.048198
    2.81578e-5    0.0458057
    2.89579e-5    0.0435602
    2.97808e-5    0.0414832
    3.08415e-5     0.039108
    3.17179e-5    0.0373429
    3.26192e-5    0.0356939
    3.37827e-5      0.03378
     3.4986e-5    0.0320013
     3.6234e-5    0.0303548
    3.75246e-5     0.028823
    3.91353e-5    0.0271143
    4.05313e-5    0.0258068
     4.1683e-5    0.0247897
    4.34722e-5    0.0233737
    4.53382e-5    0.0220561
    4.72843e-5    0.0208265
    4.89686e-5    0.0198588
    5.10705e-5    0.0187695
    5.28922e-5    0.0179095
    5.51626e-5    0.0169362
    5.75304e-5    0.0160166
    6.04202e-5    0.0150195
    6.30137e-5    0.0142129
    6.57185e-5    0.0134586
    6.85394e-5    0.0127435
    7.09842e-5    0.0121866
    7.45498e-5    0.0114443
    7.77498e-5    0.0108517
    8.10871e-5    0.0102943
    8.45678e-5   0.00976968
      8.882e-5    0.0091998
    9.32814e-5   0.00867414
    9.72854e-5   0.00826279
    0.00010005   0.00799635
   0.000105081   0.00757019
   0.000109591   0.00723662
   0.000113495   0.00698084
   0.000118366   0.00669689
   0.000124318   0.00640488
   0.000129654   0.00618637
   0.000135186   0.00600209
   0.000140955   0.00585056
   0.000147005   0.00573518
   0.000152241   0.00567062
   0.000157672   0.00564112
   0.000158857   0.00563913
   0.000163454   0.00565401
   0.000168782   0.00571003
   0.000173578   0.00580089
    0.00017705   0.00589589
   0.000180814   0.00603234
   0.000183365   0.00614437
   0.000187255   0.00635819
   0.000189897    0.0065352
   0.000191906   0.00668918
   0.000193934    0.0068667
    0.00019667   0.00714111
   0.000199254   0.00744868
   0.000201168   0.00771419
   0.000203289   0.00804829
   0.000205165   0.00838514
   0.000207242   0.00881339
    0.00020942   0.00933834
   0.000210873   0.00973912
   0.000212658    0.0102991
   0.000213716     0.010672
   0.000215224    0.0112643
   0.000216354    0.0117623
   0.000217433    0.0122903
   0.000218134    0.0126557
   0.000219537    0.0134774
   0.000220728    0.0142674
   0.000221621    0.0149284
   0.000222514    0.0156622
   0.000223407     0.016457
     0.0002243     0.017345
   0.000225245    0.0183995
    0.00022619    0.0195782
   0.000227135    0.0209022
   0.000227765    0.0218791
   0.000228395    0.0229485
   0.000229025    0.0241196
   0.000229617    0.0253259
   0.000230172    0.0265514
   0.000230726    0.0278873
    0.00023128    0.0293469
    0.00023186    0.0310214
   0.000232465    0.0329527
    0.00023307    0.0350999
   0.000233674    0.0374918
   0.000234128    0.0394731
   0.000234582    0.0416415
   0.000235035    0.0440186
   0.000235489    0.0466335
   0.000235942    0.0495102
   0.000236396    0.0526754
   0.000236821    0.0559549
   0.000237247    0.0595906
   0.000237672    0.0636266
   0.000238097    0.0681219
   0.000238522    0.0731514
   0.000238947     0.078806
   0.000239231    0.0829643
   0.000239514    0.0874764
   0.000239798    0.0923959
   0.000240081    0.0977709
   0.000240365     0.103654
   0.000240649     0.110112
   0.000240932     0.117223
   0.000241239     0.125771
   0.000241546      0.13533
   0.000241751     0.142343
   0.000241956     0.149931
   0.000242161      0.15816
   0.000242365     0.167109
    0.00024257     0.176873
   0.000242806     0.189287
   0.000243042     0.203103
   0.000243279     0.218537
   0.000243515     0.235851
   0.000243673     0.248595
    0.00024383     0.262426
   0.000244043     0.283054
   0.000244184     0.298221
   0.000244326     0.314668
   0.000244468     0.332545
    0.00024461     0.352024
   0.000244751     0.373302
   0.000244893     0.396611
   0.000245019     0.419251
   0.000245184     0.452092
   0.000245295     0.476218
   0.000245405     0.502365
   0.000245515     0.530765
   0.000245626     0.561683
   0.000245736     0.595429
   0.000245846     0.632358
   0.000245976     0.680546
   0.000246106     0.734565
   0.000246193     0.774303
   0.000246279     0.817424
   0.000246366      0.86433
   0.000246452     0.915483
   0.000246539      0.97142
   0.000246645      1.04754
   0.000246716      1.10348
   0.000246787      1.16414
   0.000246858      1.23006
   0.000246929      1.30189
      0.000247      1.38036
   0.000247071      1.46634
   0.000247138      1.55536
   0.000247201      1.64698
   0.000247263      1.74721
   0.000247327      1.85717
   0.000247389      1.97824
   0.000247452      2.11201
   0.000247516      2.26041
   0.000247579      2.42576
   0.000247634      2.58657
   0.000247681      2.73823
   0.000247728      2.90447
   0.000247775      3.08741
   0.000247823      3.28961
    0.00024787      3.51423
   0.000247917      3.76524
   0.000247953       3.9738
   0.000247988      4.20268
   0.000248023      4.45522
   0.000248059      4.73549
   0.000248094      5.04869
   0.000248121      5.30907
   0.000248147      5.59502
   0.000248174      5.91062
   0.000248201       6.2608
   0.000248227      6.65151
   0.000248254      7.08986
   0.000248278      7.54566
   0.000248299      7.97166
    0.00024832      8.44296
    0.00024834      8.96594
