#ZVView-data-copy:   1-Aug-2018 22:20:20
#=======================================
#
#name:   ENDF/B-VIII.0: XE-129(N,N`)XE-129-L15
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  100
#data...
#            X            Y
#          MeV        barns
      0.911376            0
      0.953402    0.0275459
      0.973251    0.0341732
      0.993514    0.0408005
             1    0.0426407
       1.02829    0.0467375
       1.07972    0.0539068
       1.11998    0.0592838
       1.18321    0.0673493
          1.25    0.0754148
       1.43316    0.0787237
           1.5    0.0798267
       1.68384    0.0765511
          1.75    0.0754593
       1.87083    0.0709094
             2    0.0663595
       2.15115    0.0588479
       2.28641    0.0525611
       2.36537    0.0490604
       2.51018    0.0429343
       2.62458    0.0383397
       2.74801    0.0336016
       2.83548     0.030371
       2.94413    0.0264943
             3     0.024556
       3.15916    0.0212881
       3.29884    0.0185529
       3.45126    0.0156974
       3.58095    0.0133653
       3.72532    0.0108667
       3.84309   0.00889902
         3.947   0.00721245
             4   0.00636916
       4.16364   0.00548228
       4.30574      0.00474
        4.4697   0.00391337
       4.59675    0.0032934
       4.73156   0.00265405
       4.82574   0.00221813
       4.94122   0.00169503
             5   0.00143348
       5.16652   0.00122819
       5.31014   0.00105636
       5.47479  0.000865017
       5.60162  0.000721507
       5.74076  0.000567746
       5.86895  0.000429361
       5.96697  0.000325572
             6  0.000290976
       6.22074  0.000235766
       6.40702  0.000190679
       6.55038  0.000156863
       6.70754  0.000120631
       6.85221    8.8023e-5
       6.96276   6.35668e-5
             7   5.54148e-5
       7.23762   4.39144e-5
       7.42112   3.52891e-5
       7.61523   2.63943e-5
       7.75047   2.03297e-5
       7.87425   1.48715e-5
             8    9.4133e-6
       8.23907   7.40468e-6
       8.42305   5.89822e-6
       8.61708   4.34467e-6
       8.75193   3.28544e-6
        8.8751   2.33213e-6
             9   1.37882e-6
       9.24021   1.08852e-6
       9.49465    7.8914e-7
       9.67213   5.85021e-7
        9.8347   4.01313e-7
       9.95842   2.63532e-7
            10   2.17605e-7
        10.333   1.79986e-7
       10.6203     1.485e-7
       10.9287   1.15627e-7
       11.1872   8.87814e-8
       11.3851   6.86471e-8
        11.601   4.70746e-8
       11.7739   3.00863e-8
       11.8864   1.91653e-8
            12    8.2442e-9
        12.337   6.84854e-9
       12.6264   5.68043e-9
       12.9566   4.37958e-9
       13.2099   3.40394e-9
       13.4868   2.35862e-9
        13.709   1.53543e-9
       13.8537   1.00623e-9
            14  4.77039e-10
        14.336  3.58722e-10
       14.5697  2.78052e-10
       14.7833  2.05448e-10
            15  1.32845e-10
       15.3365   1.0079e-10
       15.4296  9.20473e-11
            16  3.95932e-11
            18  4.01071e-12
            20  4.13377e-13
//
#-------------------------------------------------------------------------------
