#ZVView-data-copy:   1-Aug-2018 22:14:58
#=======================================
#
#name:   ENDF/B-VIII.0: XE-129(N,N`)XE-129-L7
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  106
#data...
#            X            Y
#          MeV        barns
      0.577181            0
      0.593105    0.0317261
      0.608714    0.0427885
      0.622419    0.0522705
      0.629387    0.0570115
       0.64967    0.0662081
      0.670607    0.0754047
           0.7    0.0836812
      0.737559    0.0926946
      0.777134     0.101708
           0.8     0.105954
      0.829641     0.110929
      0.874792     0.117581
       0.90567     0.120242
      0.911376     0.120809
             1     0.126536
          1.25     0.130439
       1.43316     0.124435
           1.5     0.122434
       1.62019     0.115015
          1.75     0.107595
       1.87083    0.0987108
       2.15115    0.0793528
       2.28641    0.0705866
       2.40077    0.0635699
       2.50088    0.0576973
       2.61728    0.0511572
       2.74801    0.0441501
       2.87124    0.0378436
             3    0.0315372
       3.15916    0.0273465
       3.29884    0.0238391
       3.45126    0.0201772
       3.58095    0.0171866
       3.72532    0.0139825
       3.84309    0.0114592
         3.947   0.00929641
             4   0.00821501
       4.16364   0.00706764
       4.30574   0.00610735
        4.4697   0.00503793
       4.59675   0.00423586
       4.73156   0.00340873
       4.82574   0.00284478
       4.94122   0.00216804
             5   0.00182967
       5.16652   0.00156715
       5.31014   0.00134743
       5.47479   0.00110275
       5.60162  0.000919233
       5.74076  0.000722611
       5.86895  0.000545651
       5.96697  0.000412931
             6  0.000368691
       6.22074  0.000298833
       6.40702  0.000241782
       6.55038  0.000198994
       6.70754   0.00015315
       6.85221   0.00011189
       6.96276   8.09448e-5
             7   7.06298e-5
       7.23762   5.60019e-5
       7.42112    4.5031e-5
       7.61523   3.37172e-5
       7.75047   2.60033e-5
       7.87425   1.90607e-5
             8   1.21182e-5
       8.23907   9.53404e-6
       8.42305   7.59592e-6
       8.61708   5.59723e-6
       8.75193   4.23449e-6
        8.8751   3.00803e-6
             9   1.78156e-6
       9.24021    1.4065e-6
       9.49465   1.01971e-6
       9.67213   7.55991e-7
        9.8347   5.18645e-7
       9.95842   3.40635e-7
            10   2.81299e-7
        10.333   2.32679e-7
       10.6203   1.91986e-7
       10.9287   1.49501e-7
       11.1872   1.14805e-7
       11.3851   8.87828e-8
        11.601   6.09021e-8
       11.7739    3.8946e-8
       11.8864   2.48314e-8
            12   1.07168e-8
        12.337   8.90494e-9
       12.6264    7.3885e-9
       12.9566   5.69973e-9
       13.2099   4.43315e-9
       13.4868   3.07611e-9
        13.709   2.00743e-9
       13.8537   1.32043e-9
            14  6.33425e-10
        14.336  4.77192e-10
       14.5697  3.70669e-10
       14.7833  2.74799e-10
            15  1.78929e-10
       15.3365  1.35961e-10
       15.5702  1.06665e-10
       15.7122  8.90875e-11
            16  5.39322e-11
            18  5.48552e-12
            20  5.66836e-13
//
#-------------------------------------------------------------------------------
