#ZVView-data-copy:   1-Aug-2018 22:12:41
#=======================================
#
#name:   ENDF/B-VIII.0: XE-129(N,N`)XE-129-L5
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  106
#data...
#            X            Y
#          MeV        barns
       0.41472            0
           0.5     0.103011
      0.522759     0.114456
      0.563066     0.128382
      0.577181     0.133024
      0.593105     0.136398
      0.629387     0.138701
      0.737559     0.135708
      0.788484     0.134683
      0.887307     0.133442
      0.911376     0.133039
      0.953402     0.130691
             1     0.126851
       1.11803     0.119575
          1.25     0.112298
       1.36931     0.104218
           1.5    0.0961373
       1.62019    0.0872981
        1.7166    0.0806687
          1.75    0.0784589
       1.87083    0.0698621
       1.96689    0.0634144
             2    0.0612652
       2.10398    0.0557933
       2.24248    0.0489107
       2.36537    0.0431502
        2.4367    0.0399427
       2.56674    0.0343295
       2.66881    0.0301196
       2.77831    0.0257782
       2.85554    0.0228181
       2.95105     0.019266
             3      0.01749
       3.15916     0.015087
       3.29884    0.0130759
       3.45126    0.0109761
       3.58095   0.00926136
       3.68141   0.00797527
       3.79217   0.00659733
        3.8947   0.00535717
             4   0.00411702
       4.16364   0.00353458
       4.30574   0.00304711
        4.4697   0.00250423
       4.59675   0.00209708
       4.73156    0.0016772
       4.82574   0.00139093
       4.94122   0.00104739
             5  0.000875623
       5.16652  0.000749123
       5.31014  0.000643248
       5.47479  0.000525341
       5.60162  0.000436911
       5.74076  0.000342165
       5.86895  0.000256894
       5.96697   0.00019294
             6  0.000171622
       6.22074  0.000138901
       6.40702  0.000112179
       6.55038   9.21372e-5
       6.70754   7.06641e-5
       6.85221   5.13382e-5
       6.96276   3.68439e-5
             7   3.20124e-5
       7.23762   2.53625e-5
       7.42112    2.0375e-5
       7.61523   1.52317e-5
       7.75047   1.17249e-5
       7.87425   8.56877e-6
             8   5.41265e-6
       8.23907   4.25804e-6
       8.42305   3.39208e-6
       8.61708   2.49905e-6
       8.75193   1.89018e-6
        8.8751   1.34218e-6
             9   7.94195e-7
       9.24021   6.26963e-7
       9.49465   4.54504e-7
       9.67213   3.36919e-7
        9.8347   2.31093e-7
       9.95842   1.51723e-7
            10   1.25266e-7
        10.333   1.03599e-7
       10.6203   8.54651e-8
       10.9287   6.65325e-8
       11.1872   5.10708e-8
       11.3851   3.94745e-8
        11.601     2.705e-8
       11.7739   1.72657e-8
       11.8864   1.09758e-8
            12   4.68583e-9
        12.337   3.89191e-9
       12.6264   3.22743e-9
       12.9566   2.48744e-9
       13.2099   1.93246e-9
       13.4868   1.33782e-9
        13.709  8.69552e-10
       13.8537   5.6852e-10
            14  2.67488e-10
        14.336  2.01145e-10
       14.5697  1.55911e-10
       14.7833    1.152e-10
            15  7.44899e-11
            16  2.23093e-11
            18  2.23824e-12
            20  2.24691e-13
//
#-------------------------------------------------------------------------------
