#ZVView-data-copy:   1-Aug-2018 22:11:40
#=======================================
#
#name:   ENDF/B-VIII.0: XE-129(N,N`)XE-129-L4
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  109
#data...
#            X            Y
#          MeV        barns
      0.324217            0
       0.41472     0.128415
      0.442255     0.144322
      0.474382     0.161676
           0.5     0.174691
      0.522759     0.183719
      0.577181     0.193451
      0.593105     0.190881
      0.629387     0.189934
      0.670607      0.18825
           0.7     0.185679
      0.777134     0.187884
      0.874792     0.193946
           0.9     0.193534
      0.911376     0.193987
             1     0.192502
       1.18218     0.183362
          1.25     0.180316
       1.36931     0.168885
           1.5     0.157455
       1.62019     0.144132
          1.75      0.13081
       1.87083     0.117758
             2     0.104706
       2.10398    0.0958918
       2.24248    0.0848053
       2.36537    0.0755263
       2.50088    0.0658388
       2.61728    0.0579273
       2.74801    0.0494507
       2.87124    0.0418217
       2.96728       0.0361
             3    0.0341928
       3.15916    0.0295977
       3.29884    0.0257519
       3.45126    0.0217366
       3.58095    0.0184575
       3.72532    0.0149442
       3.84309    0.0121775
         3.947   0.00980598
             4   0.00862024
       4.16364   0.00740963
       4.30574    0.0063964
        4.4697   0.00526802
       4.59675   0.00442174
       4.73156   0.00354902
       4.82574   0.00295398
       4.94122   0.00223993
             5   0.00188291
       5.16652   0.00161187
       5.31014   0.00138502
       5.47479    0.0011324
       5.60162  0.000942931
       5.74076  0.000739929
       5.86895  0.000557227
       5.96697    0.0004202
             6  0.000374525
       6.22074  0.000303473
       6.40702  0.000245446
       6.55038  0.000201927
       6.70754  0.000155298
       6.85221  0.000113333
       6.96276    8.1859e-5
             7   7.13677e-5
       7.23762     5.658e-5
       7.42112   4.54893e-5
       7.61523   3.40519e-5
       7.75047   2.62537e-5
       7.87425   1.92354e-5
             8    1.2217e-5
       8.23907   9.61089e-6
       8.42305    7.6563e-6
       8.61708   5.64063e-6
       8.75193   4.26631e-6
        8.8751   3.02943e-6
             9   1.79254e-6
       9.24021   1.41506e-6
       9.49465   1.02579e-6
       9.67213   7.60383e-7
        9.8347   5.21513e-7
       9.95842    3.4236e-7
            10   2.82642e-7
        10.333   2.33789e-7
       10.6203   1.92901e-7
       10.9287   1.50213e-7
       11.1872   1.15351e-7
       11.3851   8.92047e-8
        11.601   6.11906e-8
       11.7739   3.91294e-8
       11.8864   2.49473e-8
            12   1.07652e-8
        12.337   8.94565e-9
       12.6264   7.42277e-9
       12.9566   5.72683e-9
       13.2099   4.45487e-9
       13.4868   3.09206e-9
        13.709   2.01885e-9
       13.8537   1.32893e-9
            14   6.3901e-10
        14.336  4.81576e-10
       14.5697  3.74234e-10
       14.7833  2.77627e-10
            15   1.8102e-10
       15.3365  1.37567e-10
       15.5702   1.0794e-10
       15.7122  9.01639e-11
            16  5.46116e-11
            18  5.51363e-12
            20  5.66455e-13
//
#-------------------------------------------------------------------------------
