#ZVView-data-copy:  31-Jul-2018 16:22:11
#=======================================
#
#name:   ENDF/B-VIII.0: XE-132(N,G)XE-133
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  2829
#data...
#            X            Y
#          MeV        barns
         1e-11      22.6657
   1.10304e-11      21.5811
   1.21669e-11      20.5485
   1.34206e-11      19.5652
   1.48034e-11       18.629
   1.63287e-11      17.7376
   1.80111e-11      16.8888
   1.98669e-11      16.0807
   2.19139e-11      15.3112
   2.41719e-11      14.5785
   2.66625e-11      13.8809
   2.94097e-11      13.2167
     3.244e-11      12.5843
   3.57825e-11      11.9821
   3.94694e-11      11.4088
   4.35362e-11      10.8628
   4.80221e-11       10.343
   5.29701e-11      9.84812
    5.8428e-11      9.37688
   6.44483e-11      8.92819
   7.10888e-11      8.50097
   7.84136e-11      8.09419
   8.64931e-11      7.70687
   9.54051e-11      7.33809
   1.05235e-10      6.98696
   1.16078e-10      6.65263
   1.28039e-10      6.33429
   1.41231e-10      6.03119
   1.55784e-10      5.74259
   1.71835e-10       5.4678
    1.8954e-10      5.20616
    2.0907e-10      4.95704
   2.30612e-10      4.71984
   2.54374e-10      4.49399
   2.80584e-10      4.27895
   3.09494e-10       4.0742
   3.41383e-10      3.87924
   3.76558e-10      3.69362
   4.15358e-10      3.51687
   4.58155e-10      3.34859
   5.05362e-10      3.18835
   5.57433e-10      3.03579
   6.14869e-10      2.89052
   6.78223e-10       2.7522
   7.48105e-10      2.62051
   8.25188e-10      2.49511
   9.10213e-10      2.37572
      1.004e-9      2.26204
    1.10745e-9      2.15379
    1.22155e-9      2.05073
    1.34742e-9       1.9526
    1.48625e-9      1.85916
    1.63939e-9       1.7702
    1.80831e-9      1.68549
    1.99463e-9      1.60484
    2.20016e-9      1.52804
    2.42685e-9      1.45492
    2.67691e-9       1.3853
    2.95273e-9      1.31901
    3.25697e-9      1.25589
    3.59256e-9      1.19579
    3.96272e-9      1.13857
    4.37103e-9      1.08409
    4.82141e-9      1.03222
    5.31819e-9     0.982843
    5.86616e-9     0.935838
    6.47059e-9     0.891095
     7.1373e-9     0.848504
    7.87271e-9     0.807951
    8.68389e-9     0.769326
    9.57865e-9     0.732527
    1.05656e-8     0.697466
    1.16543e-8     0.664071
    1.28551e-8     0.632283
    1.41796e-8     0.602031
    1.56406e-8     0.573242
    1.72522e-8     0.545827
    1.90298e-8     0.519703
    2.09906e-8     0.494809
    2.31534e-8     0.471103
    2.52419e-8     0.451171
       2.53e-8     0.450652
