#ZVView-data-copy:  31-Jul-2018 05:18:46
#=======================================
#
#name:   JENDL-4.0: XE-128(N,NON)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  3327
#data...
#            X            Y
#          MeV        barns
         1e-11      261.829
   1.10304e-11        249.3
   1.21669e-11      237.371
   1.34206e-11      226.012
   1.48034e-11      215.198
   1.63287e-11        204.9
   1.80111e-11      195.095
   1.98669e-11       185.76
   2.19139e-11      176.871
   2.41719e-11      168.408
   2.66625e-11      160.349
   2.94097e-11      152.676
     3.244e-11      145.371
   3.57825e-11      138.415
   3.94694e-11      131.791
   4.35362e-11      125.485
   4.80221e-11       119.48
   5.29701e-11      113.763
    5.8428e-11      108.319
   6.44483e-11      103.136
   7.10888e-11      98.2011
   7.84136e-11      93.5021
   8.64931e-11      89.0279
   9.54051e-11      84.7678
   1.05235e-10      80.7116
   1.16078e-10      76.8495
   1.28039e-10      73.1721
   1.41231e-10      69.6708
   1.55784e-10      66.3369
   1.71835e-10      63.1626
    1.8954e-10      60.1402
    2.0907e-10      57.2624
   2.30612e-10      54.5224
   2.54374e-10      51.9134
   2.80584e-10      49.4293
   3.09494e-10       47.064
   3.41383e-10      44.8119
   3.76558e-10      42.6676
   4.15358e-10      40.6259
   4.58155e-10      38.6819
   5.05362e-10      36.8309
   5.57433e-10      35.0685
   6.14869e-10      33.3904
   6.78223e-10      31.7926
   7.48105e-10      30.2712
   8.25188e-10      28.8227
   9.10213e-10      27.4434
      1.004e-9      26.1302
    1.10745e-9      24.8798
    1.22155e-9      23.6892
    1.34742e-9      22.5556
    1.48625e-9      21.4763
    1.63939e-9      20.4485
    1.80831e-9        19.47
    1.99463e-9      18.5383
    2.20016e-9      17.6511
    2.42685e-9      16.8064
    2.67691e-9      16.0022
    2.95273e-9      15.2364
    3.25697e-9      14.5072
    3.59256e-9       13.813
    3.96272e-9      13.1519
    4.37103e-9      12.5226
    4.82141e-9      11.9233
    5.31819e-9      11.3529
    5.86616e-9      10.8099
    6.47059e-9       10.293
     7.1373e-9      9.80089
    7.87271e-9      9.33239
    8.68389e-9      8.88616
    9.57865e-9      8.46103
    1.05656e-8      8.05599
    1.16543e-8      7.67019
    1.28551e-8      7.30294
    1.41796e-8      6.95343
    1.56406e-8      6.62081
    1.72522e-8      6.30405
    1.90298e-8      6.00221
    2.09906e-8       5.7146
    2.31534e-8      5.44073
    2.52419e-8      5.21047
       2.53e-8      5.20447
    2.79068e-8      4.95509
    3.07823e-8      4.71766
     3.3954e-8      4.49182
    3.74525e-8      4.27707
    4.13115e-8       4.0724
    4.55681e-8      3.87707
    5.02633e-8      3.69095
    5.54423e-8      3.51375
    6.11549e-8      3.34509
    6.74561e-8      3.18478
    7.44066e-8      3.03258
    8.26521e-8      2.87701
    9.11684e-8      2.73866
    1.00562e-7      2.60693
    1.10924e-7      2.48153
    1.22353e-7      2.36215
     1.3496e-7       2.2485
    1.48866e-7       2.1407
    1.65354e-7      2.03085
    1.82392e-7      1.93288
    2.01185e-7      1.83958
    2.21915e-7      1.75075
     2.4478e-7      1.66616
    2.70002e-7       1.5856
    2.97822e-7      1.50902
    3.30826e-7      1.43128
    3.64913e-7      1.36177
    4.02512e-7      1.29559
    4.43986e-7      1.23256
    4.89733e-7      1.17249
    5.40194e-7      1.11527
     5.9168e-7      1.06489
    6.57249e-7      1.00917
    7.24969e-7       0.9596
    7.99668e-7     0.912363
    8.82063e-7     0.867257
    9.72949e-7     0.824302
     1.0732e-6     0.783339
    1.18378e-6     0.744291
     1.2966e-6     0.709925
    1.42025e-6     0.676695
    1.55562e-6      0.64494
    1.70397e-6     0.614508
    1.86637e-6      0.58529
    2.05868e-6     0.555295
     2.2708e-6     0.526589
    2.50478e-6     0.499248
    2.80184e-6     0.469558
    3.06904e-6     0.446461
    3.33816e-6     0.425979
    3.63089e-6      0.40626
    3.97696e-6      0.38565
    4.38673e-6     0.364533
    4.77141e-6     0.347123
    5.22643e-6     0.328882
    5.72456e-6     0.311493
    6.27048e-6     0.294743
    6.86813e-6     0.278807
    7.31523e-6     0.268043
    7.84603e-6      0.25638
    8.47428e-6     0.244005
    9.08917e-6     0.233109
    9.74868e-6     0.222554
    1.05298e-5     0.211292
    1.14532e-5     0.199452
    1.24575e-5     0.188052
    1.35499e-5     0.177112
    1.50508e-5     0.164004
    1.63706e-5     0.153989
    1.76823e-5     0.145145
    1.89653e-5     0.137382
     2.0199e-5     0.130619
    2.15139e-5      0.12407
    2.29133e-5     0.117736
    2.45759e-5     0.110911
    2.63591e-5      0.10439
    2.82717e-5    0.0980876
    3.03231e-5    0.0920742
    3.25233e-5    0.0862936
    3.43979e-5    0.0819106
    3.61275e-5    0.0781143
    3.84775e-5    0.0734548
    4.09823e-5    0.0690029
    4.36481e-5    0.0647497
    4.61639e-5    0.0611354
    4.91691e-5     0.057243
    5.20031e-5    0.0539658
    5.53858e-5    0.0504534
    5.85781e-5    0.0474844
    6.19545e-5    0.0446902
    6.55254e-5    0.0420218
    6.88201e-5     0.039839
    7.17742e-5    0.0380379
    7.48551e-5    0.0363254
     7.8615e-5    0.0344311
    8.25679e-5    0.0326544
     8.7327e-5     0.030763
    9.17134e-5     0.029228
    9.63249e-5    0.0278231
    0.00010046     0.026728
   0.000103314    0.0260234
   0.000108504    0.0249182
   0.000113959    0.0239515
   0.000118851    0.0232432
   0.000123953    0.0226508
   0.000129273    0.0222078
   0.000133878    0.0219499
   0.000137682    0.0218449
     0.0001405    0.0218133
    0.00014524     0.021895
   0.000149346    0.0221108
   0.000152514    0.0223508
   0.000156848    0.0228507
   0.000160183    0.0233512
    0.00016358     0.024019
   0.000165888    0.0245549
     0.0001678     0.025049
   0.000170167    0.0257605
   0.000172568    0.0265946
   0.000175003    0.0275708
   0.000177472    0.0286957
   0.000179976    0.0300324
   0.000182464    0.0315619
   0.000184395    0.0329244
   0.000186169    0.0343281
   0.000187961    0.0359119
   0.000189942    0.0378758
   0.000191471    0.0395865
   0.000193334    0.0419309
   0.000195375    0.0448683
   0.000196749    0.0471024
   0.000198021    0.0493914
    0.00019978    0.0529328
    0.00020095    0.0555789
    0.00020212    0.0584978
    0.00020329    0.0617227
    0.00020446    0.0652919
    0.00020563    0.0692609
     0.0002068    0.0736845
    0.00020797    0.0786408
   0.000208848    0.0827557
   0.000209725    0.0872598
   0.000210602    0.0922041
    0.00021148     0.097648
   0.000212357     0.103661
   0.000213235     0.110325
   0.000214113     0.117712
    0.00021499     0.125977
   0.000215867     0.135246
   0.000216452     0.142062
   0.000217038     0.149455
   0.000217622     0.157493
   0.000218208     0.166246
   0.000218792     0.175784
   0.000219377     0.186256
   0.000219962     0.197765
   0.000220548     0.210449
   0.000221133      0.22447
   0.000221717     0.240026
   0.000222303     0.257348
   0.000222741     0.271664
    0.00022318     0.287268
   0.000223619     0.304318
   0.000224057        0.323
   0.000224496     0.343529
   0.000224935     0.366158
   0.000225374     0.391183
   0.000225788     0.417334
    0.00022619     0.445392
   0.000226592     0.476467
   0.000226995     0.510996
   0.000227397     0.549437
   0.000227665     0.577558
   0.000227982     0.613791
   0.000228299     0.653663
   0.000228616     0.697652
   0.000228932     0.746345
   0.000229176     0.787434
    0.00022942     0.832085
   0.000229688      0.88582
   0.000229968     0.947868
    0.00023023      1.01206
   0.000230492      1.08312
   0.000230687      1.14105
   0.000230931      1.22035
