#ZVView-data-copy:  31-Jul-2018 05:21:52
#=======================================
#
#name:   JENDL-4.0: XE-129(N,NON)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  13210
#data...
#            X            Y
#          MeV        barns
         1e-11      1104.06
   1.10304e-11      1051.23
   1.21669e-11      1000.93
   1.34206e-11      953.031
   1.48034e-11      907.428
   1.63287e-11      864.006
   1.80111e-11      822.663
   1.98669e-11      783.298
   2.19139e-11      745.817
   2.41719e-11      710.129
   2.66625e-11      676.149
   2.94097e-11      643.795
     3.244e-11      612.989
   3.57825e-11      583.657
   3.94694e-11      555.729
   4.35362e-11      529.137
   4.80221e-11      503.817
   5.29701e-11      479.709
    5.8428e-11      456.755
   6.44483e-11      434.899
   7.10888e-11      414.089
   7.84136e-11      394.275
   8.64931e-11      375.409
   9.54051e-11      357.445
   1.05235e-10      340.342
   1.16078e-10      324.056
   1.28039e-10       308.55
   1.41231e-10      293.786
   1.55784e-10      279.729
   1.71835e-10      266.344
    1.8954e-10        253.6
    2.0907e-10      241.465
   2.30612e-10      229.911
   2.54374e-10       218.91
   2.80584e-10      208.436
   3.09494e-10      198.463
   3.41383e-10      188.967
   3.76558e-10      179.925
   4.15358e-10      171.316
   4.58155e-10      163.119
   5.05362e-10      155.314
   5.57433e-10      147.883
   6.14869e-10      140.808
   6.78223e-10      134.071
   7.48105e-10      127.656
   8.25188e-10      121.549
   9.10213e-10      115.733
      1.004e-9      110.196
    1.10745e-9      104.924
    1.22155e-9      99.9049
    1.34742e-9      95.1255
    1.48625e-9      90.5749
    1.63939e-9      86.2421
    1.80831e-9      82.1167
    1.99463e-9      78.1887
    2.20016e-9      74.4488
    2.42685e-9       70.888
    2.67691e-9      67.4976
    2.95273e-9      64.2695
    3.25697e-9       61.196
    3.59256e-9      58.2696
    3.96272e-9      55.4835
    4.37103e-9      52.8309
    4.82141e-9      50.3056
    5.31819e-9      47.9016
    5.86616e-9      45.6132
    6.47059e-9      43.4352
     7.1373e-9      41.3619
    7.87271e-9      39.3881
    8.68389e-9      37.5084
    9.57865e-9      35.7176
    1.05656e-8      34.0116
    1.16543e-8      32.3869
    1.28551e-8      30.8406
    1.41796e-8      29.3691
    1.56406e-8       27.969
    1.72522e-8      26.6359
    1.90298e-8      25.3658
    2.09906e-8      24.1559
    2.31534e-8       23.004
    2.52419e-8      22.0358
       2.53e-8      22.0106
    2.79068e-8      20.9623
    3.07823e-8      19.9646
     3.3954e-8      19.0159
    3.74525e-8      18.1143
    4.13115e-8      17.2552
    4.55681e-8      16.4358
    5.02633e-8      15.6554
    5.54423e-8      14.9129
    6.11549e-8      14.2067
    6.74561e-8       13.536
    7.44066e-8      12.8997
    8.26521e-8      12.2498
    9.11684e-8      11.6725
    1.00562e-7      11.1235
    1.10924e-7      10.6015
    1.22353e-7      10.1053
     1.3496e-7      9.63368
    1.48866e-7       9.1873
    1.65354e-7      8.73298
    1.82392e-7      8.32882
    2.01185e-7      7.94496
    2.21915e-7      7.58049
     2.4478e-7      7.23452
    2.70002e-7      6.90732
    3.02023e-7      6.55396
    3.35493e-7      6.24004
    3.72653e-7      5.94393
     4.1395e-7      5.66451
    4.59801e-7      5.40147
    5.10755e-7       5.1538
    5.63381e-7      4.93752
    6.25783e-7      4.71859
    6.95131e-7      4.51313
    7.72126e-7      4.32095
    8.57692e-7      4.14227
    9.52693e-7      3.97665
    1.05827e-6       3.8243
    1.20048e-6      3.65916
    1.33345e-6      3.53556
    1.47084e-6      3.43216
    1.63384e-6      3.33465
    1.81481e-6      3.25328
    2.01592e-6      3.18824
    2.23921e-6      3.14225
    2.46993e-6      3.11937
    2.61229e-6      3.11519
    2.86873e-6      3.12884
    3.09843e-6      3.16119
    3.37014e-6      3.22304
    3.61468e-6      3.30149
    3.84999e-6      3.39911
    4.10042e-6      3.52823
    4.33676e-6      3.67686
    4.55482e-6      3.84051
    4.75033e-6      4.01167
    4.95423e-6      4.21811
     5.1307e-6      4.42388
    5.31371e-6      4.66799
     5.4647e-6      4.89612
    5.61999e-6      5.16006
    5.77968e-6      5.46727
    5.90228e-6      5.73106
    6.02777e-6      6.02878
    6.15563e-6      6.36692
    6.28651e-6       6.7558
    6.41986e-6      7.20216
    6.51043e-6       7.5385
    6.60228e-6      7.91073
    6.69543e-6      8.32421
    6.78989e-6      8.78532
    6.88568e-6      9.30179
    6.98282e-6      9.88299
    7.08134e-6      10.5404
    7.15627e-6      11.0929
     7.2319e-6       11.703
    7.30825e-6      12.3789
     7.3853e-6      13.1308
    7.46345e-6      13.9749
    7.54233e-6      14.9225
    7.62195e-6       15.991
    7.70231e-6      17.1995
    7.75665e-6       18.104
    7.81098e-6      19.0905
    7.86608e-6      20.1837
    7.92118e-6      21.3817
    7.97706e-6      22.7176
    8.03293e-6      24.1923
     8.0896e-6      25.8501
    8.14626e-6       27.696
    8.18936e-6      29.2442
    8.23246e-6      30.9336
    8.27576e-6      32.7914
    8.31947e-6       34.851
