#ZVView-data-copy:   1-Aug-2018 22:10:14
#=======================================
#
#name:   ENDF/B-VIII.0: XE-129(N,N`)XE-129-L2
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  137
#data...
#            X            Y
#          MeV        barns
      0.237947            0
          0.25   5.09778e-7
      0.250713     2.338e-6
      0.252123   5.93732e-6
      0.254835    1.2802e-5
      0.257447   1.93466e-5
      0.261125   2.84511e-5
      0.265695   3.95842e-5
      0.271676   5.38717e-5
      0.278496   6.97828e-5
      0.283723   8.17161e-5
      0.291748    9.9616e-5
           0.3  0.000117516
      0.308882  0.000154926
      0.316705  0.000186991
       0.32069  0.000203024
      0.324217  0.000220508
      0.329244  0.000264497
      0.338881  0.000346977
      0.347545  0.000419147
      0.355307  0.000482296
      0.369311  0.000592806
      0.380174  0.000675688
      0.397072  0.000800012
       0.41472  0.000924336
      0.428892   0.00114956
      0.441126   0.00133806
       0.45516   0.00154799
      0.470693   0.00177291
      0.490034   0.00204281
           0.5   0.00217776
      0.516974   0.00251297
      0.522759   0.00262471
      0.549296   0.00302753
      0.577181   0.00343035
      0.593105   0.00363853
      0.620114   0.00408369
      0.629387   0.00423207
      0.660056   0.00482321
      0.670607   0.00502025
           0.7    0.0054419
      0.737559   0.00622558
      0.777134   0.00700925
           0.8   0.00752017
      0.828634   0.00819621
      0.829641   0.00814806
      0.874792   0.00891995
           0.9   0.00930912
      0.953402     0.010357
             1    0.0113617
       1.05737    0.0124237
        1.1377    0.0138176
       1.21138    0.0150123
          1.25    0.0156097
       1.36931    0.0166974
           1.5    0.0177851
          1.75       0.0182
             2    0.0173437
       2.15115    0.0157958
       2.28641    0.0145003
       2.44707    0.0130575
       2.62458    0.0115697
       2.75293    0.0105552
       2.91527    0.0093379
       3.10984    0.0079583
       3.25374   0.00698861
       3.37927   0.00617702
       3.52478    0.0052732
       3.68141   0.00434113
       3.79217   0.00370564
        3.8947   0.00313369
             4   0.00256174
       4.16364   0.00221771
       4.30574   0.00192978
        4.4697   0.00160913
       4.64533   0.00127845
       4.76901   0.00105299
       4.88314  0.000850077
             5  0.000647163
       5.11526  0.000587006
       5.32339  0.000481731
       5.48503  0.000402775
       5.65687  0.000321351
        5.7771  0.000265835
       5.92476  0.000199216
             6  0.000165906
       6.23574  0.000135324
        6.4186  0.000112387
        6.6128   8.87334e-5
       6.74856    7.2606e-5
       6.91516   5.32531e-5
             7   4.35767e-5
       7.23762   3.51279e-5
       7.42112   2.87913e-5
       7.61523   2.22566e-5
       7.75047   1.78012e-5
       7.91594   1.24547e-5
             8   9.78141e-6
       8.23907    7.7584e-6
       8.42305   6.24115e-6
       8.61708   4.67648e-6
       8.75193   3.60966e-6
        8.8751   2.64952e-6
             9   1.68938e-6
       9.24021   1.33917e-6
       9.49465   9.78013e-7
       9.67213   7.31771e-7
        9.8347   5.10153e-7
       9.95842   3.43939e-7
            10   2.88535e-7
        10.333   2.38818e-7
       10.6203   1.97206e-7
       10.9287   1.53762e-7
       11.1872   1.18284e-7
       11.3851   9.16742e-8
        11.601   6.31643e-8
       11.7739   4.07127e-8
       11.9242   2.14686e-8
            12   1.18465e-8
        12.337   9.85463e-9
       12.6264   8.18753e-9
       12.9566   6.33098e-9
       13.2099   4.93856e-9
       13.4868   3.44669e-9
        13.709   2.27185e-9
       13.9023   1.26483e-9
            14  7.61329e-10
        14.336  5.77341e-10
       14.5697  4.51895e-10
       14.8552   3.0136e-10
            15  2.26092e-10
       15.3365  1.72741e-10
       15.5702  1.36366e-10
       15.8554  9.27155e-11
            16  7.08903e-11
            18  7.38947e-12
            20  7.75133e-13
//
#-------------------------------------------------------------------------------
