#ZVView-data-copy:   1-Aug-2018 22:10:52
#=======================================
#
#name:   ENDF/B-VIII.0: XE-129(N,N`)XE-129-L3
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  119
#data...
#            X            Y
#          MeV        barns
       0.32069            0
      0.324217    0.0326391
      0.331628    0.0458695
      0.338576    0.0580091
      0.347271    0.0728537
      0.358758    0.0919043
      0.371997      0.11312
      0.382246     0.129031
      0.398152     0.152899
       0.41472     0.176766
      0.450077     0.194985
      0.482772     0.210602
           0.5      0.21841
      0.522759     0.225695
      0.577181     0.237482
      0.593105     0.236982
      0.629387     0.231692
      0.670607     0.223124
           0.7     0.219512
      0.777134     0.214961
      0.829641     0.213988
      0.874792      0.21386
       0.90567     0.213093
      0.911376     0.213078
       1.11803     0.194082
          1.25     0.183114
       1.36931     0.169475
           1.5     0.155836
       1.62019     0.141253
        1.7166     0.130316
          1.75      0.12667
       1.87083       0.1129
       1.96689     0.102572
             2    0.0991299
       2.10398     0.090434
       2.24248    0.0794962
       2.36537    0.0703417
        2.4367    0.0652443
       2.56674    0.0563239
       2.66881    0.0496336
       2.77831    0.0427342
       2.85554    0.0380301
       2.95105    0.0323852
             3    0.0295627
       3.15916    0.0255355
       3.29884    0.0221649
       3.45126    0.0186458
       3.58095    0.0157719
       3.68141    0.0136165
       3.79217    0.0113072
        3.8947   0.00922873
             4    0.0071503
       4.16364   0.00614203
       4.30574   0.00529815
        4.4697   0.00435837
       4.59675   0.00365354
       4.73156   0.00292669
       4.82574    0.0024311
       4.94122    0.0018364
             5   0.00153905
       5.16652   0.00131682
       5.31014   0.00113083
       5.47479  0.000923695
       5.60162  0.000768346
       5.74076  0.000601902
       5.86895  0.000452101
       5.96697  0.000339751
             6  0.000302301
       6.22074  0.000244734
       6.40702  0.000197722
       6.55038  0.000162462
       6.70754  0.000124684
       6.85221   9.06839e-5
       6.96276   6.51838e-5
             7   5.66837e-5
       7.23762   4.49099e-5
       7.42112   3.60796e-5
       7.61523   2.69734e-5
       7.75047   2.07646e-5
       7.87425   1.51766e-5
             8   9.58869e-6
       8.23907   7.54152e-6
       8.42305   6.00613e-6
       8.61708   4.42277e-6
       8.75193   3.34321e-6
        8.8751    2.3716e-6
             9   1.39999e-6
       9.24021   1.10505e-6
       9.49465   8.00891e-7
       9.67213    5.9351e-7
        9.8347   4.06868e-7
       9.95842   2.66886e-7
            10   2.20225e-7
        10.333   1.82149e-7
       10.6203    1.5028e-7
       10.9287   1.17009e-7
       11.1872   8.98369e-8
       11.3851   6.94581e-8
        11.601   4.76236e-8
       11.7739   3.04289e-8
       11.8864   1.93752e-8
            12   8.32156e-9
        12.337   6.91352e-9
       12.6264   5.73504e-9
       12.9566   4.42265e-9
       13.2099   3.43836e-9
       13.4868   2.38376e-9
        13.709   1.55327e-9
       13.8537   1.01938e-9
            14  4.85487e-10
        14.336  3.65399e-10
       14.5697   2.8352e-10
       14.7833   2.0983e-10
            15  1.36139e-10
       15.3365  1.03341e-10
       15.4296  9.43956e-11
            16  4.07255e-11
            18  4.06111e-12
            20  4.12649e-13
//
#-------------------------------------------------------------------------------
