#ZVView-data-copy:  31-Jul-2018 05:08:42
#=======================================
#
#name:   TENDL-2017: XE-127(N,NON)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  4612
#data...
#            X            Y
#          MeV        barns
         1e-11      1627.16
   1.10304e-11       1549.3
   1.21669e-11      1475.18
   1.34206e-11       1404.6
   1.48034e-11      1337.39
   1.63287e-11       1273.4
   1.80111e-11      1212.48
   1.98669e-11      1154.47
   2.19139e-11      1099.24
   2.41719e-11      1046.65
   2.66625e-11      996.575
   2.94097e-11      948.899
     3.244e-11      903.505
   3.57825e-11      860.284
   3.94694e-11      819.131
   4.35362e-11      779.948
   4.80221e-11      742.641
   5.29701e-11      707.119
    5.8428e-11      673.299
   6.44483e-11      641.097
   7.10888e-11      610.437
   7.84136e-11      581.245
   8.64931e-11       553.45
   8.77133e-11      549.827
   9.54051e-11      526.987
    9.8116e-11      520.039
   1.05235e-10      501.791
   1.09752e-10      491.797
   1.16078e-10      477.802
   1.22769e-10      465.025
   1.28039e-10      454.961
   1.37329e-10      439.647
   1.41231e-10      433.215
   1.53616e-10      415.594
   1.55784e-10       412.51
   1.71835e-10      392.798
    1.8954e-10       374.03
   1.92215e-10      371.583
    2.0907e-10      356.161
   2.18044e-10      349.074
   2.30612e-10      339.149
   2.47345e-10      327.744
   2.54374e-10      322.953
   2.80584e-10      307.533
   3.09494e-10      292.853
   3.18288e-10      288.999
   3.41383e-10      278.877
   3.66154e-10      269.507
   3.76558e-10      265.572
   4.15358e-10      252.905
   4.21218e-10      251.254
   4.58155e-10      240.847
   4.91398e-10      232.763
   5.05362e-10      229.368
   5.57433e-10       218.44
   5.73273e-10      215.571
   6.14869e-10      208.038
   6.78223e-10      198.136
   7.48105e-10       188.71
   8.13708e-10      181.075
   8.25188e-10      179.738
   9.10213e-10      171.199
   9.90031e-10      164.282
      1.004e-9      163.071
    1.10745e-9      155.336
    1.22155e-9      147.974
    1.34742e-9      140.968
    1.48625e-9      134.301
    1.55005e-9      131.658
    1.63939e-9      127.957
    1.80831e-9      121.921
    1.99463e-9      116.179
    2.02277e-9      115.431
    2.20016e-9      110.716
    2.42685e-9      105.519
    2.67691e-9      100.576
    2.75297e-9      99.2797
    2.95273e-9      95.8754
    3.25697e-9      91.4055
    3.59256e-9      87.1559
    3.96272e-9      83.1162
    4.37103e-9       79.277
    4.82141e-9      75.6293
    5.31819e-9      72.1645
    5.86616e-9      68.8745
    6.11796e-9      67.5806
    6.47059e-9      65.7686
    6.51624e-9      65.5341
     7.1373e-9      62.8181
      7.238e-9      62.3777
    7.87271e-9      60.0159
     8.0401e-9       59.393
    8.68389e-9       57.355
    8.93064e-9      56.5739
    9.57865e-9      54.8294
    9.92032e-9      53.9096
    1.05656e-8      52.4337
    1.07147e-8      52.0928
    1.10191e-8      51.3965
    1.16543e-8       50.164
    1.22402e-8      49.0269
    1.28551e-8       48.016
     1.3596e-8      46.7978
    1.41796e-8      45.9852
    1.51027e-8      44.7001
    1.56406e-8      44.0662
    1.67755e-8       42.729
    1.72522e-8      42.2544
    1.86345e-8      40.8778
    1.90298e-8       40.546
    2.06986e-8      39.1451
    2.09906e-8      38.9391
    2.29923e-8      37.5271
    2.31534e-8       37.431
    2.34801e-8       37.236
    2.51838e-8      36.2193
    2.52419e-8      36.1846
       2.53e-8      36.1526
    2.81037e-8      34.7473
    3.12166e-8      33.4505
     3.4433e-8      32.3437
    3.46759e-8      32.2601
    3.79809e-8       31.335
    3.87884e-8       31.109
    4.18943e-8      30.4158
    4.33887e-8      30.0823
     4.6211e-8      29.5861
    4.85345e-8      29.1776
    5.09724e-8      28.8477
    5.42907e-8      28.3987
    5.62245e-8      28.2058
    6.07295e-8      27.7566
    6.20177e-8      27.6684
    6.79319e-8      27.2634
    6.84078e-8       27.244
    7.54563e-8      26.9571
    7.59886e-8      26.9354
    8.38182e-8      26.8094
    8.44053e-8      26.7999
    8.63922e-8      26.7956
    9.24546e-8      26.8654
     9.5966e-8      26.9058
    1.01266e-7      27.0745
    1.02695e-7        27.12
    1.05854e-7      27.2205
    1.13277e-7      27.6033
    1.15943e-7      27.7408
    1.24948e-7      28.3829
     1.2611e-7      28.4657
    1.36215e-7      29.3859
    1.39767e-7      29.7824
    1.46099e-7      30.4891
    1.53096e-7      31.4254
    1.55602e-7      31.7607
     1.6457e-7      33.1682
    1.70053e-7      34.1701
    1.74056e-7      34.9015
    1.82808e-7      36.7523
    1.87575e-7      37.9024
    1.90655e-7      38.6455
    1.98839e-7      40.8905
    2.05463e-7       42.946
    2.05921e-7      43.0882
    2.13266e-7      45.6536
    2.20863e-7      48.6593
    2.27138e-7      51.4538
     2.3144e-7      53.5946
    2.33593e-7      54.6657
     2.4023e-7      58.3794
    2.45338e-7      61.5612
    2.50542e-7      65.1327
    2.51736e-7       66.039
    2.55869e-7      69.1776
    2.61297e-7      73.7587
    2.66852e-7      78.9969
    2.72513e-7      84.9896
    2.76357e-7      89.4883
    2.80256e-7      94.4469
    2.83578e-7      99.0497
     2.8421e-7      99.9261
     2.8822e-7      105.996
    2.92286e-7      112.736
     2.9641e-7      120.238
    3.00591e-7      128.606
    3.04832e-7      137.957
    3.09133e-7       148.42
    3.13494e-7      160.135
     3.1721e-7      171.148
    3.17917e-7      173.245
    3.22402e-7      187.893
    3.26951e-7        204.2
    3.31563e-7      222.245
    3.36241e-7      242.029
    3.40985e-7      263.431
    3.42609e-7      271.162
    3.55622e-7      333.084
    3.60639e-7      355.353
    3.64455e-7      370.483
    3.68307e-7      383.512
    3.72195e-7      393.799
    3.74811e-7      398.849
    3.77446e-7      402.269
    3.80099e-7      403.938
    3.81425e-7      404.088
    3.84538e-7      402.636
    3.87251e-7      399.336
    3.89963e-7      394.213
    3.92714e-7      387.273
    3.94132e-7      382.678
     3.9686e-7      373.844
    4.01044e-7       357.27
    4.05288e-7      338.141
     4.1244e-7      302.831
    4.21209e-7      258.575
    4.27152e-7      230.143
    4.31661e-7      210.038
    4.34743e-7      197.316
    4.36213e-7      191.249
     4.3929e-7      179.444
    4.42367e-7      168.368
    4.45487e-7      157.866
    4.48608e-7      148.078
    4.51772e-7      138.848
    4.54937e-7      130.284
    4.58146e-7      122.237
    4.61355e-7      114.791
     4.6461e-7      107.809
    4.67864e-7      101.358
    4.71164e-7      95.3149
    4.74465e-7      89.7337
    4.76202e-7      87.0208
    4.77812e-7      84.5061
    4.81159e-7       79.677
    4.84553e-7      75.1514
    4.87947e-7      70.9677
    4.91389e-7      67.0434
    4.94831e-7      63.4117
    4.98321e-7       60.001
    5.01812e-7      56.8404
    5.05352e-7      53.8681
    5.10687e-7      49.7869
    5.16071e-7      46.0974
    5.21532e-7      42.7409
    5.27044e-7      39.6965
    5.32608e-7      36.9301
    5.38223e-7      34.4116
    5.43918e-7      32.1044
    5.49667e-7      29.9973
    5.51652e-7      29.3377
     5.5547e-7      28.0695
    5.61326e-7      26.3028
    5.67266e-7      24.6738
    5.73261e-7      23.1767
    5.79313e-7      21.7985
    5.85421e-7      20.5278
    5.91615e-7      19.3493
    5.97868e-7      18.2599
    6.04179e-7      17.2514
    6.08493e-7      16.6185
     6.1055e-7      16.3167
     6.1701e-7      15.4453
    6.23531e-7      14.6358
    6.32328e-7      13.6432
    6.41249e-7      12.7392
    6.50296e-7      11.9141
