#ZVView-data-copy:   1-Aug-2018 22:18:22
#=======================================
#
#name:   ENDF/B-VIII.0: XE-129(N,N`)XE-129-L12
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  111
#data...
#            X            Y
#          MeV        barns
      0.828634            0
      0.829641  0.000211051
      0.835155  0.000416348
      0.844893  0.000775619
      0.857846   0.00124716
      0.874792   0.00185343
      0.893631   0.00245123
           0.9    0.0026505
      0.911376   0.00302281
      0.932152   0.00373837
      0.953402   0.00445394
       0.98333   0.00556795
      0.996752   0.00606482
             1   0.00619036
       1.02829   0.00751009
         1.065   0.00917006
       1.09674    0.0105594
        1.1332    0.0121066
        1.1736    0.0137643
         1.224    0.0157536
          1.25    0.0167482
       1.30829    0.0191662
       1.35379    0.0209797
       1.42502       0.0237
           1.5    0.0264203
       1.60465    0.0290489
       1.70014     0.031302
          1.75    0.0324285
             2    0.0341678
       2.15115    0.0315492
       2.28641    0.0293576
       2.44707    0.0269169
       2.63175    0.0243018
       2.80985    0.0219483
             3    0.0195948
       3.15916    0.0172016
       3.29884    0.0151985
       3.46167    0.0129679
       3.58905    0.0112949
       3.72532    0.0095696
       3.82118   0.00839328
       3.93948   0.00698169
             4    0.0062759
       4.16364   0.00542399
       4.30574   0.00471098
        4.4697   0.00391695
       4.59675   0.00332143
       4.73156   0.00270729
       4.82574   0.00228856
       4.94122   0.00178609
             5   0.00153485
       5.16652   0.00131813
       5.31014   0.00113675
       5.47479   0.00093476
       5.60162  0.000783266
       5.74076   0.00062095
       5.86895  0.000474866
       5.96697  0.000365303
             6  0.000328782
       6.22074  0.000267382
       6.40702  0.000217238
       6.55038   0.00017963
       6.70754  0.000139336
       6.85221  0.000103071
       6.96276   7.58731e-5
             7   6.68069e-5
       7.23762   5.31167e-5
       7.42112    4.2849e-5
       7.61523   3.22605e-5
       7.75047    2.5041e-5
       7.87425   1.85435e-5
             8    1.2046e-5
       8.23907   9.49222e-6
       8.42305   7.57688e-6
       8.61708    5.6017e-6
       8.75193   4.25498e-6
        8.8751   3.04293e-6
             9   1.83088e-6
       9.24021   1.44717e-6
       9.49465   1.05147e-6
       9.67213   7.81676e-7
        9.8347   5.38861e-7
       9.95842   3.56749e-7
            10   2.96045e-7
        10.333   2.44973e-7
       10.6203   2.02228e-7
       10.9287   1.57601e-7
       11.1872   1.21156e-7
       11.3851   9.38214e-8
        11.601   6.45349e-8
       11.7739   4.14717e-8
       11.9242   2.17033e-8
            12   1.18191e-8
        12.337    9.8283e-9
       12.6264   8.16209e-9
       12.9566   6.30653e-9
       13.2099   4.91487e-9
       13.4868    3.4238e-9
        13.709   2.24958e-9
       13.8537   1.49473e-9
            14  7.39874e-10
        14.336   5.5953e-10
       14.5697  4.36568e-10
       14.8552  2.89014e-10
            15  2.15237e-10
       15.3365  1.64127e-10
       15.5702  1.29279e-10
       15.8554  8.74615e-11
            16  6.65528e-11
            18  7.04138e-12
            20  7.49754e-13
//
#-------------------------------------------------------------------------------
