#ZVView-data-copy:   1-Aug-2018 22:17:37
#=======================================
#
#name:   ENDF/B-VIII.0: XE-129(N,N`)XE-129-L11
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  106
#data...
#            X            Y
#          MeV        barns
      0.777134            0
           0.8     4.537e-5
      0.807064   6.83395e-5
      0.817778  0.000102794
      0.828634  0.000137248
      0.829641  0.000135785
        0.8491  0.000194637
      0.866143  0.000245081
      0.874792  0.000270303
       0.90567  0.000377605
      0.911376  0.000397646
      0.932152  0.000475888
      0.953402   0.00055413
       0.98333  0.000674919
             1   0.00074189
       1.02829  0.000869371
       1.05369  0.000980917
       1.09967   0.00117612
       1.13547   0.00132253
       1.19136   0.00154213
          1.25   0.00176174
       1.30829   0.00199461
       1.35379   0.00216926
       1.42502   0.00243123
           1.5   0.00269321
       1.60465   0.00300498
       1.70014   0.00327221
          1.75   0.00340583
       1.87083   0.00361774
             2   0.00382965
       2.21336   0.00360434
       2.45726   0.00337198
       2.63879   0.00321356
       2.87441   0.00302345
             3    0.0029284
       3.15916   0.00260813
       3.29884   0.00234008
       3.46167   0.00204156
       3.63801   0.00173372
       3.76337   0.00152383
       3.91951   0.00127196
             4   0.00114602
       4.16364   0.00100295
       4.30574  0.000883197
        4.4697  0.000749842
       4.65231  0.000606961
       4.80134  0.000494443
       4.93288  0.000397998
             5  0.000349776
       5.21829  0.000292073
       5.40361  0.000244949
       5.54691  0.000209606
       5.70466  0.000171739
       5.85046  0.000137658
             6  0.000103577
       6.23574   8.52707e-5
        6.4186    7.1541e-5
        6.6128   5.73823e-5
       6.74856   4.77286e-5
       6.91516   3.61441e-5
             7   3.03519e-5
       7.23762   2.46181e-5
       7.42112   2.03177e-5
       7.61523    1.5883e-5
       7.75047   1.28593e-5
       7.91594   9.23087e-6
             8   7.41666e-6
       8.23907   5.90198e-6
       8.42305   4.76597e-6
       8.61708   3.59446e-6
       8.75193    2.7957e-6
       8.91654   1.83719e-6
             9   1.35794e-6
       9.24021   1.07816e-6
       9.49465   7.89632e-7
       9.67213    5.9291e-7
        9.8347   4.15861e-7
       9.95842   2.83073e-7
            10   2.38811e-7
        10.333   1.97701e-7
       10.6203   1.63294e-7
       10.9287   1.27372e-7
       11.1872   9.80361e-8
       11.3851   7.60339e-8
        11.601     5.246e-8
       11.7739   3.38957e-8
       11.9242   1.79833e-8
            12   1.00272e-8
        12.337   8.34472e-9
       12.6264   6.93656e-9
       12.9566   5.36838e-9
       13.2099   4.19224e-9
       13.4868   2.93209e-9
        13.709   1.93973e-9
       13.9023   1.08913e-9
            14  6.63832e-10
        14.336  5.04999e-10
       14.5697  3.96704e-10
       14.8552   2.6675e-10
            15  2.01773e-10
       15.3365  1.54761e-10
       15.5702  1.22708e-10
       15.8554  8.42442e-11
            16  6.50122e-11
            18  7.13667e-12
            20  7.67972e-13
//
#-------------------------------------------------------------------------------
