#ZVView-data-copy:  30-Jan-2019 20:31:01
#=======================================
#
#name:   ENDF/B-VIII.0: XE-131(N,N`)XE-131-L1
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  38
#data...
#            X            Y
#          MeV        barns
     0.0808079            0
          0.09    0.0514676
           0.1    0.0849105
          0.15     0.163043
           0.2     0.195033
           0.3     0.221021
           0.4     0.224411
           0.5     0.203677
           0.6      0.19238
           0.7     0.181695
           0.8     0.164897
           0.9     0.157028
             1     0.148402
           1.1     0.140523
           1.2     0.127846
           1.4     0.109601
           1.6    0.0873698
             2    0.0663841
           2.6    0.0327315
             3    0.0211603
             4   0.00679703
             5   0.00192123
             6  0.000437846
             7  0.000104736
             8    2.6019e-5
             9   6.76433e-6
            10   1.85574e-6
            11    5.0954e-7
            12   1.51075e-7
            13    4.5773e-8
            14   1.50376e-8
          14.5   8.76348e-9
            15   5.13471e-9
            16   1.81586e-9
            17  6.61707e-10
            18  2.49895e-10
            19  9.74803e-11
            20  3.90053e-11
//
#-------------------------------------------------------------------------------
